H,V,C,x,y,Y,picture,R,G,B
,,,0.24509725333694718,0.35739978294355634,0.027989999547787036,0.png,12,53,47
,,,0.24509728589575758,0.354099782437352,0.02873000064592791,1.png,13,53,48
,,,0.25149726848988635,0.3582997869636558,0.028350001882377445,2.png,17,53,47
,,,0.24679727113376185,0.35689973477630105,0.028930002149333608,3.png,14,53,48
,,,0.24899728261043302,0.3589997714720091,0.02900000200673686,4.png,15,53,47
,,,0.2488972372038443,0.35849977350468676,0.029019999657756448,5.png,15,53,47
,,,0.2513972486230463,0.35549973989595657,0.028560001795863026,6.png,17,53,47
,,,0.24859724933057084,0.35749975834487324,0.02913999987378549,7.png,15,54,48
,,,0.24949724124987588,0.3566997647135411,0.029199997538579645,8.png,16,54,48
,,,0.2510972884830864,0.36029978261084783,0.02946999954902553,9.png,17,54,47
,,,0.24789728295197455,0.36029977120672096,0.029910002322742338,10.png,14,54,48
,,,0.2482972601265404,0.3597997686713359,0.02988000169632831,11.png,15,54,48
,,,0.2488972746330393,0.35899978558389173,0.029890001335619296,12.png,15,54,48
,,,0.2508972321316594,0.3579997916067786,0.029720000469491303,13.png,17,54,48
,,,0.24679726587388026,0.36239977750446933,0.03065000165993858,14.png,13,55,48
,,,0.2524972451932428,0.3609997695719494,0.02988000169632831,15.png,18,54,47
,,,0.25149725228822767,0.36069982150296426,0.030050001644934307,16.png,17,54,48
,,,0.254797272043648,0.36329973671006294,0.03012000084504835,17.png,19,54,47
,,,0.2531973104578969,0.36429974605392745,0.030690000771610527,18.png,18,55,48
,,,0.24909726029993856,0.3578997665704662,0.030690000771610527,19.png,16,55,49
,,,0.2498972849485836,0.36039972528392794,0.030810000997958477,20.png,16,55,48
,,,0.33079848833700076,0.21859916451636666,0.019499999718754813,21.png,60,25,56
,,,0.3273984691690531,0.21789916174599153,0.020160001114882194,22.png,61,26,58
,,,0.3231984569239871,0.21899916279394227,0.020710001417913113,23.png,60,27,59
,,,0.32229841121772446,0.21959916843104269,0.021400000512060983,24.png,61,28,60
,,,0.319698446615034,0.21989917423448646,0.021680001153759353,25.png,61,29,60
,,,0.3238984155911592,0.21909917791177774,0.021379998469139256,26.png,61,28,60
,,,0.32099842403733314,0.21929919560946343,0.02167000095895055,27.png,61,28,60
,,,0.32139840224582467,0.2193991756462393,0.02177999890436008,28.png,61,28,60
,,,0.3212984299722016,0.2184991912831606,0.021749997993699994,29.png,61,28,60
