H,V,C,x,y,Y,picture,R,G,B
,,,0.3093681715570097,0.3399456155655007,0.01601224793116913,0.png,32,35,33
,,,0.30960699399794156,0.33417086023754194,0.015766206902870526,1.png,32,34,33
,,,0.31308425015023245,0.33566545155676997,0.016169066182250075,2.png,33,35,33
,,,0.31083256235233364,0.3353329088742615,0.016800955740164627,3.png,34,35,34
,,,0.3123901808915748,0.32755429028716715,0.016332232965690398,4.png,35,34,35
,,,0.31320479846039284,0.33740297131340397,0.01707102664385682,5.png,34,36,34
,,,0.31854388815590523,0.3341260028105346,0.016650284930537246,6.png,35,35,34
,,,0.3177919318145621,0.3364401050442774,0.01710817868006581,7.png,36,35,34
,,,0.31464715966623563,0.33575094992885823,0.01729775718561647,8.png,35,36,35
,,,0.3134464337760665,0.32913855229550376,0.017042932754722313,9.png,35,35,35
,,,0.316191316849266,0.33458299012796555,0.0174191242356954,10.png,36,36,35
,,,0.3122236346735401,0.33092348371877933,0.017615146738729156,11.png,36,36,36
,,,0.3229929346541828,0.34516230006614623,0.01790832003597408,12.png,37,37,33
,,,0.312625708430122,0.3323244375841523,0.01789257151277215,13.png,36,36,36
,,,0.3143745247610702,0.3350212263914712,0.018034481533683224,14.png,36,37,35
,,,0.3132816420695392,0.33514266149610833,0.018266682325407967,15.png,36,37,36
,,,0.3191293563173613,0.3318200927624487,0.017771922021758473,16.png,37,36,35
,,,0.31523270296733613,0.3407695453659252,0.019063761742362142,17.png,37,38,36
,,,0.30701461068620123,0.33055897180195143,0.019195162225726464,18.png,36,38,38
,,,0.3194124649904953,0.3372029268650396,0.018925412629039167,19.png,38,37,36
,,,0.31346356860575375,0.33466065353519214,0.020538294364289326,20.png,39,40,38
,,,0.4535461884543783,0.29672530801165964,0.020777925480855056,21.png,71,24,34
,,,0.4334419413510067,0.2891876916693598,0.021351395826248894,22.png,70,25,38
,,,0.44733590387619815,0.2908283565915844,0.0214090899464154,23.png,72,24,36
,,,0.4487042054498437,0.2916051609772057,0.02199257669953667,24.png,73,24,37
,,,0.4611398278945673,0.2922173049516082,0.021466887904195705,25.png,74,22,35
,,,0.1855480914618647,0.3505545070568431,0.06555810532767468,26.png,0,86,80
,,,0.4411108341884216,0.2860647523907797,0.022625789336125593,27.png,73,25,39
,,,0.4579955869671655,0.2866172453871482,0.021855885924270672,28.png,75,22,37
,,,0.19037121952713912,0.3472893739389601,0.06436501676552582,29.png,0,85,80
,,,0.45184307099778126,0.29301330136522485,0.023002390869731226,30.png,75,25,37
,,,0.19708392138500394,0.3556801736116825,0.06485680119191647,31.png,0,85,77
,,,0.44397875148590155,0.2866896804028492,0.02325366674699827,32.png,75,25,39
,,,0.46230695990996856,0.29978742350856835,0.023383148356620774,33.png,76,25,35
,,,0.4450372930705754,0.28885014350979393,0.023565043545149406,34.png,75,25,39
,,,0.4494966492788525,0.2835776851515414,0.022921530090963618,35.png,76,23,39
,,,0.19336620910296776,0.35868678706341905,0.06746637308889163,36.png,0,87,79
,,,0.4471369603976057,0.29108659200406783,0.02372094427623621,37.png,75,26,38
,,,0.45109472400932976,0.2895384525952607,0.023398178220436078,38.png,76,25,38
,,,0.18787711238300508,0.35925209204483793,0.06989684883241645,39.png,0,89,80
,,,0.19366392868560053,0.35305102321057713,0.0678398496062518,40.png,0,87,80
,,,0.19453024400041893,0.3521347708933919,0.06753282473231913,41.png,0,86,80
,,,0.19397030879590027,0.35393700677490747,0.06818457822878655,42.png,0,87,80
