H,V,C,x,y,Y,picture,R,G,B
,,,0.2754714112016295,0.2953745185778132,0.0010000088564938027,0.png,3,3,5
,,,0.2708791812088861,0.29146142619292165,0.0013000115134419435,1.png,3,4,6
,,,0.2806791882187468,0.3002613781557622,0.002300020369935746,2.png,6,8,10
,,,0.28387124851952017,0.29677449402936645,0.002300020369935746,3.png,7,8,10
,,,0.2890898773107944,0.3078510715984296,0.006500057567209718,4.png,17,19,22
,,,0.2901897771525173,0.30915103082665935,0.00750006642370352,5.png,19,21,24
,,,0.2923472472833046,0.31157966022632416,0.00989999956999894,6.png,23,26,28
,,,0.29324725447472616,0.3120796441585818,0.01159999901090297,7.png,26,28,31
,,,0.25562091138942256,0.30612453584688415,0.01638999909704583,8.png,21,37,41
,,,0.2617209253849728,0.30822451718403265,0.016690000733058423,9.png,23,37,41
,,,0.2609209345934539,0.30732453366213347,0.01679000046083203,10.png,23,37,41
,,,0.2562208937895469,0.3062245267867768,0.01718999874893546,11.png,22,38,42
,,,0.25292090103532006,0.30212451858966977,0.01739000008902887,12.png,21,38,43
,,,0.25222092797145207,0.30212453591044747,0.017589998663112484,13.png,21,39,43
,,,0.26002094853930596,0.30132449874869033,0.01729000030128851,14.png,24,38,43
,,,0.2698209212944903,0.3043245047423957,0.016890000447167555,15.png,27,37,41
,,,0.24962090223269795,0.29712450183170724,0.017990001084578867,16.png,21,39,45
,,,0.26932092532241214,0.304324499766708,0.01718999874893546,17.png,27,37,42
,,,0.250820902907728,0.2910245318454576,0.01768999890065944,18.png,23,38,45
,,,0.2773440890948945,0.31770831261253635,0.02440000280417971,19.png,34,45,48
,,,0.2986481246607836,0.3174029586593582,0.024799998083956065,20.png,41,44,47
,,,0.2992481017785888,0.31810296309475206,0.02749999935574305,21.png,44,47,49
,,,0.267564678277721,0.3195381312546256,0.03319999907349866,22.png,36,54,56
,,,0.2675649333282066,0.3195376959745085,0.03319999907349866,23.png,36,54,56
,,,0.2609096501776625,0.30826417696276515,0.03319999907349866,24.png,35,54,59
,,,0.26090991576059874,0.3082636898788454,0.03319999907349866,25.png,35,54,59
,,,0.3084416172049289,0.33874425363559596,0.03129999783690786,26.png,47,50,48
